timeNow = 2023-04-09 12:15:17.795599, len(dataFromDaq) = 3278, R->W thresh = 1.0, self.currentCh2Intensity = 0
timeNow = 2023-04-09 12:15:18.283599, len(dataFromDaq) = 3051, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.290599, len(dataFromDaq) = 3184, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.291599, len(dataFromDaq) = 3168, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.291599, len(dataFromDaq) = 3168, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.292598, len(dataFromDaq) = 3162, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.301599, len(dataFromDaq) = 3174, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.302599, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.303599, len(dataFromDaq) = 3161, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.303599, len(dataFromDaq) = 3129, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.313600, len(dataFromDaq) = 3164, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.313600, len(dataFromDaq) = 3147, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.314600, len(dataFromDaq) = 3136, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.314600, len(dataFromDaq) = 3165, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.324599, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.324599, len(dataFromDaq) = 3141, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.325599, len(dataFromDaq) = 3162, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.325599, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.333599, len(dataFromDaq) = 3142, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.334598, len(dataFromDaq) = 3185, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.335599, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.335599, len(dataFromDaq) = 3144, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.346603, len(dataFromDaq) = 3172, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.347599, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.347599, len(dataFromDaq) = 3118, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.348599, len(dataFromDaq) = 3149, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.358598, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.358598, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.358598, len(dataFromDaq) = 3134, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.359599, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.366599, len(dataFromDaq) = 3131, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.367599, len(dataFromDaq) = 3119, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.367599, len(dataFromDaq) = 3161, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.368599, len(dataFromDaq) = 3129, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.378599, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.378599, len(dataFromDaq) = 3140, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.379599, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.380599, len(dataFromDaq) = 3129, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.389602, len(dataFromDaq) = 3127, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.390603, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.390603, len(dataFromDaq) = 3117, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.395601, len(dataFromDaq) = 3134, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.407600, len(dataFromDaq) = 3139, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.408604, len(dataFromDaq) = 3128, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.408604, len(dataFromDaq) = 3147, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.409601, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.420603, len(dataFromDaq) = 3129, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.421603, len(dataFromDaq) = 3124, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.422599, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.422599, len(dataFromDaq) = 3129, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.433600, len(dataFromDaq) = 3144, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.433600, len(dataFromDaq) = 3148, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.434599, len(dataFromDaq) = 3003, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.434599, len(dataFromDaq) = 3229, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.445599, len(dataFromDaq) = 3132, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.446599, len(dataFromDaq) = 3093, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.446599, len(dataFromDaq) = 3089, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.447599, len(dataFromDaq) = 3075, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.457598, len(dataFromDaq) = 3076, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.458599, len(dataFromDaq) = 3060, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.458599, len(dataFromDaq) = 3065, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.459599, len(dataFromDaq) = 3047, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.469601, len(dataFromDaq) = 3185, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.470600, len(dataFromDaq) = 3161, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.470600, len(dataFromDaq) = 3158, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.471598, len(dataFromDaq) = 3178, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.480599, len(dataFromDaq) = 3174, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.480599, len(dataFromDaq) = 3177, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.481599, len(dataFromDaq) = 3162, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.481599, len(dataFromDaq) = 3149, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.490599, len(dataFromDaq) = 3146, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.491599, len(dataFromDaq) = 3171, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.491599, len(dataFromDaq) = 3162, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.492600, len(dataFromDaq) = 3140, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.502601, len(dataFromDaq) = 3171, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.503600, len(dataFromDaq) = 3169, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.504599, len(dataFromDaq) = 3142, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.504599, len(dataFromDaq) = 3176, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.515599, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.516599, len(dataFromDaq) = 3163, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.517601, len(dataFromDaq) = 3160, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.517601, len(dataFromDaq) = 3131, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.526598, len(dataFromDaq) = 3158, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.527599, len(dataFromDaq) = 3167, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.527599, len(dataFromDaq) = 3169, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.527599, len(dataFromDaq) = 3152, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.537600, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.538599, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.539599, len(dataFromDaq) = 3164, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.539599, len(dataFromDaq) = 3137, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.550600, len(dataFromDaq) = 3144, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.550600, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.551601, len(dataFromDaq) = 3136, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.551601, len(dataFromDaq) = 3136, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.562599, len(dataFromDaq) = 3163, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.563599, len(dataFromDaq) = 3151, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.563599, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.564599, len(dataFromDaq) = 3140, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.575599, len(dataFromDaq) = 3146, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.575599, len(dataFromDaq) = 3154, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.576599, len(dataFromDaq) = 3135, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.577599, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.586599, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.586599, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.587599, len(dataFromDaq) = 3143, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.588599, len(dataFromDaq) = 3170, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.599599, len(dataFromDaq) = 3161, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.599599, len(dataFromDaq) = 3148, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.600600, len(dataFromDaq) = 3172, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.601600, len(dataFromDaq) = 3144, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.609599, len(dataFromDaq) = 3154, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.609599, len(dataFromDaq) = 3176, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.610599, len(dataFromDaq) = 3010, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.610599, len(dataFromDaq) = 3211, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.619602, len(dataFromDaq) = 3118, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.619602, len(dataFromDaq) = 3117, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.620599, len(dataFromDaq) = 3056, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.621600, len(dataFromDaq) = 3039, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.629600, len(dataFromDaq) = 3072, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.630599, len(dataFromDaq) = 3066, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.630599, len(dataFromDaq) = 3043, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.631600, len(dataFromDaq) = 3052, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.639599, len(dataFromDaq) = 3153, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.639599, len(dataFromDaq) = 3171, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.640599, len(dataFromDaq) = 3166, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.640599, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.650599, len(dataFromDaq) = 3111, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.651601, len(dataFromDaq) = 3134, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.652599, len(dataFromDaq) = 3110, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.652599, len(dataFromDaq) = 3143, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.662598, len(dataFromDaq) = 3142, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.663599, len(dataFromDaq) = 3131, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.664598, len(dataFromDaq) = 3151, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.664598, len(dataFromDaq) = 3127, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.674599, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.675599, len(dataFromDaq) = 3155, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.675599, len(dataFromDaq) = 3122, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.676599, len(dataFromDaq) = 3142, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.685599, len(dataFromDaq) = 3158, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.685599, len(dataFromDaq) = 3136, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.686600, len(dataFromDaq) = 3129, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.687599, len(dataFromDaq) = 3172, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.696599, len(dataFromDaq) = 3137, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.697599, len(dataFromDaq) = 3154, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.698599, len(dataFromDaq) = 3152, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.698599, len(dataFromDaq) = 3131, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.709599, len(dataFromDaq) = 3145, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.710602, len(dataFromDaq) = 3148, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.711602, len(dataFromDaq) = 3133, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.711602, len(dataFromDaq) = 3139, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.720602, len(dataFromDaq) = 3132, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.721602, len(dataFromDaq) = 3154, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.721602, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.722603, len(dataFromDaq) = 3150, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.730599, len(dataFromDaq) = 3154, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.730599, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.731599, len(dataFromDaq) = 3137, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.731599, len(dataFromDaq) = 3156, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.740599, len(dataFromDaq) = 3160, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.740599, len(dataFromDaq) = 3142, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.741599, len(dataFromDaq) = 3143, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.741599, len(dataFromDaq) = 3149, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.749599, len(dataFromDaq) = 3143, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.750599, len(dataFromDaq) = 3168, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.750599, len(dataFromDaq) = 3155, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.751600, len(dataFromDaq) = 3138, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.762600, len(dataFromDaq) = 3158, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.763599, len(dataFromDaq) = 3158, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.763599, len(dataFromDaq) = 3143, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.764599, len(dataFromDaq) = 3140, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.774598, len(dataFromDaq) = 3139, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.775599, len(dataFromDaq) = 3144, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.775599, len(dataFromDaq) = 3003, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.776600, len(dataFromDaq) = 3220, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.785599, len(dataFromDaq) = 3094, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.785599, len(dataFromDaq) = 3132, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.786599, len(dataFromDaq) = 3058, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.786599, len(dataFromDaq) = 3062, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.797599, len(dataFromDaq) = 3088, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.798599, len(dataFromDaq) = 3078, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.799601, len(dataFromDaq) = 3030, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.800599, len(dataFromDaq) = 3033, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.809604, len(dataFromDaq) = 3154, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.810599, len(dataFromDaq) = 3161, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.810599, len(dataFromDaq) = 3184, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.811599, len(dataFromDaq) = 3171, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.820600, len(dataFromDaq) = 3160, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.821599, len(dataFromDaq) = 3160, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
timeNow = 2023-04-09 12:15:18.822600, len(dataFromDaq) = 3143, R->W thresh = 1.0, self.currentCh2Intensity = 0.0
